pr;DB;Interpreter;Logging;Thread;Data Structure;DevOps;i18n;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;App;GIS;Util;NLP;APM;Network;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
1041;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;backport fixes of release/2.x to master;yeah  we did this quite some time ago and this merge was hell. i hope i did not screw anything up. there are still 7 test failures  but i have to get dinner now. please review this pr very carefully  to make sure i did not introduce regressions into master :sob:;;0;backport fixes of release/2x to master;yeah we did this quite some time ago and this merge was hell i hope i did not screw anything up there are still 7 test failures but i have to get dinner now please review this pr very carefully to make sure i did not introduce regressions into master  ;@timvdlippe why there is just one commit in this pr? it makes harder to determine later on what changes/commits were already  i did it in the same manner as you did in #861 || thank you guys for working on backporting! || okay looking at the travis logs:- we need to remove animalsniffer on `master` ( there are some regressions regarding varargs matching maybe related to matching in java 8 ( possibly an issue with bytebuddy on java 9? 😓 ( cc @raphw - need to not hardcode jdk version since java 9 uses a different format ( error i do not know what is causing it ( maybe a flaky test dont see it in a different build ( || ill take another stab at this soon the longer we wait the worse the merge gets || all right the log has gotten pretty nasty even though i just did `git merge` locally   but most of the updates have been  the only test that now fails is```orgmockitointernalstubbinganswersthrowsexceptiontest > should_throw_mock_exception_without_stacktrace failed    orgjunitcomparisonfailure: [no stack trace its mock] expected:<null> but was:<>        at sunreflectnativeconstructoraccessorimplnewinstance0(native method)        at sunreflectnativeconstructoraccessorimplnewinstance(nativeconstructoraccessorimpljava:62)        at sunreflectdelegatingconstructoraccessorimplnewinstance(delegatingconstructoraccessorimpljava:45)        at orgmockitointernalstubbinganswersthrowsexceptiontestshould_throw_mock_exception_without_stacktrace(throwsexceptiontestjava:35)```this might be a jdk issue but i have no clue why it is suddenly failing ||  merging 1041 ;;;;1;1;merge branch release/2x into backport-fixesalso bump build scan version for gradle 4 compatibility;
1058;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;test code refactoring - updated assertj test dependency from 1.x to 2.6.0;make use of assertj 2.6.0 since java 7 is used now for building mockito and assertj 1.x is no longer under development.;;0;test code refactoring - updated assertj test dependency from 1x to 260;make use of assertj 260 since java 7 is used now for building mockito and assertj 1x is no longer under development;  thank you for updating the version! its nice that you can help us keeping good hygiene of versions - something easy to forget during day-to-day execution of the project :) || youre welcome! ||;;;;1;1;make use of assertj 260;
1060;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;fixed  typos across the codebase;;;0;  typos across the codebase;; merging 1060 `  thank you! ||;;;;1;1;fix some typos;
1075;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;streamline assertj and junit4 usage in gradle files and update assertj (v2.7.0);it looks like i missed some occurrences of assertj-core 1.7.1 in #1058.;;0;streamline assertj and junit4 usage in gradle files and update assertj (v270);it looks like i missed some occurrences of assertj-core 171 in #1058therefore i thought it might be a good idea to add a `dependenciesgradle` file which defines certain dependencies (for now assertj and junit4);  i like this idea! @epeee do you want to take a stab and configure other dependencies like that? it makes the code neatly readable and enforces consistent versioning nice!fyi: the version of dependenciesmockito-release-tools lives in gradleproperties file it probably cannot be placed in dependenciesgradle because that dependency is used in buildscript section this means it is needed when the *gradle file is compiled before any other plugin or apply from is evaluated i mentioning it in case you want to do some experiments in putting versions in gradleproperties file :)changes that help us maintain the project (consistent versions) and make the build logic easier to read are always welcome thank you! || @szczepiq thx for your feedback yes i will do so (configure other dependencies like that) ||;;;;1;1;update assertj (v270);
1076;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;fixed validation in returnargumentat(int) in case of type erasure on the parameter;1071;;1071.0; validation in returnargumentat(int) in case of type erasure on the parameter;1071 the parameter type inference takes now the type of the actual instanceinto account to avoid type erasure issues in case the parameter isgenericsee also: https://githubcom/mockito/mockito/issues/1071#issuecomment-300091021; merging 1076 ;mockito additionalanswersreturnsfirstarg() doesnt work with generic first arg;_issue concerning [this stackoverflow question]( checked its not working both mockito 1x and 2x_-------------------im trying to mock the typed method `getnameelement` of interface `roomgeneralservice` to return the first arg using mockito `additionalanswersreturnsfirstarg` functionality:**interface to mock**:    interface primarykeyelement<t> {       public string getnameelement(t primarykey)    }    interface roomgeneralservice extends primarykeyelement<string> {       //     }**my test** (note the imports)    import static orgmockitoadditionalanswersreturnsfirstarg    import static orgmockitomatchersany    import static orgmockitomatchersanystring    import static orgmockitomockitowhen    import orgmockitorunnersmockitojunitrunner        @runwith(mockitojunitrunnerclass)    public class sampletest {           @mock       roomgeneralservice roomgeneralservice           @test       public void testfoo() throws exception {          when(roomgeneralservicegetnameelement(anystring()))thenanswer(returnsfirstarg())          //       }    }also ive tried with other combinations but without success so far:    when(roomgeneralservicegetnameelement(matchers<string>any()))thenanswer(returnsfirstarg())    doanswer(returnsfirstarg())when(roomgeneralservicegetnameelement(anystring()))    doreturn(returnsfirstarg())when(roomgeneralservicegetnameelement(anystring()))**error received**:> the reason for this error can be :> 1 the wanted argument position is incorrect> 2 the answer is used on the wrong interaction> > position of the wanted argument is 0 and the possible argument indexes> for this method are :>     [0] object**workaround**:i know i can create my own answer and in fact its working fine if instead of use `returnfirstarg()` i do something like this:    when(roomgeneralservicegetnameelement(anystring()))thenanswer(new answer<string>() {       @override       public string answer(invocationonmock invocation) throws throwable {          return (string) invocationgetarguments()[0]       }    })but i would use `returnfirstarg()` as in the rest of my tests (tests look cleaner) as well as mocking is working fine if the method `getnameelement` would receive an `string` instead a `t` argthanks for the help;@troig mockito checks if the argument type is compatible with the return type to make a misuse ot the api as soon as posible visible  in this case the argument-type object is inferred from the generic type t due to type erasure since object is not a subtype of string mockito throws the exception you seesolution: the issue can by  by inferring the argument-type of the actual argument-instance in case the argument-type is a primitive or the arg is null mockito must fallback and use the type provided by method signature i have a solution ~~that currently doesnt work due to regressions introduced with #1032 (vararg-expansion is broken)~~ || thanks @christianschwarz for you quick answer! ||;1;0; intendation and import issues;
1079;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;fixed #1065. add information about donothing() method to cannotstubvo…;;;1065.0; #1065 add information about donothing() method to cannotstubvo…;; ;complement error message;exception from [cannotstubvoidmethodwithareturnvalue]( does not inform about `donothing()` method but i think in many cases it is what user want to do;feel free to open a pr to fix this issue   thanks for the report ||;1;0;changed message according to pr review;
1090;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1083: interfaces only declare tostring implicitly and should t…;…herefore override it explicitly from the inline mock maker.;;1083.0;1083: interfaces only declare tostring implicitly and should t…;…herefore override it explicitly from the inline mock maker;;mockito 2 mock-maker-inline not able to mock object methods on an interface;"hi therei recently upgraded from mockito `195` to `2722` (mockito-inline) and some tests started failed as mockito is unable to mock `objecttostring()` method on an interfaceit appears to be that the inline mock maker cannot mock object methods on an interface using a class (hashset for the below example) or mockito-core instead of mockito-inline makes it work***system:***```os:       windows 10 (version 1703)java:     jdk 18u131mockito:  orgmockito:mockito-inline:2722 //orgmockito:mockito-core:2722 works fine!junit:    junit 412```***sample example that fails:***```javaimport orgjunitassertimport orgjunittestimport orgmockitomockitoimport javautilsetpublic class testinterfacetostring {    @test    public void testinterfacetostring() {        set set  mockitomock(setclass) // change setclass to hashsetclass makes it work        mockitowhen(settostring())thenreturn(""bla"")        assertassertequals(""bla"" settostring())    }}```***output:***```bash""c:\program files\java\jdk180_131\bin\java"" -dideatestcyclicbuffersize1048576 ""-javaagent \program files\jetbrains\intellij idea 201712\lib\idea_rtjar58071 \program files\jetbrains\intellij idea 201712\bin"" -dfileencodingutf-8 -classpath ""c:\program files\jetbrains\intellij idea 201712\lib\idea_rtjarc:\program files\jetbrains\intellij idea 201712\plugins\junit\lib\junit-rtjarc:\program files\java\jdk180_131\jre\lib\charsetsjarc:\program files\java\jdk180_131\jre\lib\deployjarc:\program files\java\jdk180_131\jre\lib\javawsjarc:\program files\java\jdk180_131\jre\lib\jcejarc:\program files\java\jdk180_131\jre\lib\jfrjarc:\program files\java\jdk180_131\jre\lib\jfxswtjarc:\program files\java\jdk180_131\jre\lib\jssejarc:\program files\java\jdk180_131\jre\lib\management-agentjarc:\program files\java\jdk180_131\jre\lib\pluginjarc:\program files\java\jdk180_131\jre\lib\resourcesjarc:\program files\java\jdk180_131\jre\lib\rtjarc:\program files\java\jdk180_131\jre\lib\ext\access-bridge-64jarc:\program files\java\jdk180_131\jre\lib\ext\cldrdatajarc:\program files\java\jdk180_131\jre\lib\ext\dnsnsjarc:\program files\java\jdk180_131\jre\lib\ext\jaccessjarc:\program files\java\jdk180_131\jre\lib\ext\jfxrtjarc:\program files\java\jdk180_131\jre\lib\ext\localedatajarc:\program files\java\jdk180_131\jre\lib\ext\nashornjarc:\program files\java\jdk180_131\jre\lib\ext\sunecjarc:\program files\java\jdk180_131\jre\lib\ext\sunjce_providerjarc:\program files\java\jdk180_131\jre\lib\ext\sunmscapijarc:\program files\java\jdk180_131\jre\lib\ext\sunpkcs11jarc:\program files\java\jdk180_131\jre\lib\ext\zipfsjarc:\users\mina\documents\ideaprojects\testingmockito2\out\production\testingmockito2c:\users\mina\m2\repository\org\mockito\mockito-inline\2722\mockito-inline-2722jarc:\users\mina\m2\repository\org\mockito\mockito-core\2722\mockito-core-2722jarc:\users\mina\m2\repository\net\bytebuddy\byte-buddy\1611\byte-buddy-1611jarc:\users\mina\m2\repository\net\bytebuddy\byte-buddy-agent\1611\byte-buddy-agent-1611jarc:\users\mina\m2\repository\org\objenesis\objenesis\25\objenesis-25jarc:\users\mina\m2\repository\junit\junit\412\junit-412jarc:\users\mina\m2\repository\org\hamcrest\hamcrest-core\13\hamcrest-core-13jar"" comintellijrtexecutionjunitjunitstarter -ideversion5 testinterfacetostringorgmockitoexceptionsmisusingmissingmethodinvocationexception: when() requires an argument which has to be a method call on a mockfor example:    when(mockgetarticles())thenreturn(articles)also this error might show up because:1 you stub either of: final/private/equals()/hashcode() methods   those methods *cannot* be stubbed/verified   mocking methods declared on non-public parent classes is not supported2 inside when() you dont call method on mock but on some other object	at testinterfacetostringsetup(testinterfacetostringjava:20)	at sunreflectnativemethodaccessorimplinvoke0(native method)	at sunreflectnativemethodaccessorimplinvoke(nativemethodaccessorimpljava:62)	at sunreflectdelegatingmethodaccessorimplinvoke(delegatingmethodaccessorimpljava:43)	at javalangreflectmethodinvoke(methodjava:497)	at orgjunitrunnersmodelframeworkmethod$1runreflectivecall(frameworkmethodjava:50)	at orgjunitinternalrunnersmodelreflectivecallablerun(reflectivecallablejava:12)	at orgjunitrunnersmodelframeworkmethodinvokeexplosively(frameworkmethodjava:47)	at orgjunitinternalrunnersstatementsrunbeforesevaluate(runbeforesjava:24)	at orgjunitrunnersparentrunnerrunleaf(parentrunnerjava:325)	at orgjunitrunnersblockjunit4classrunnerrunchild(blockjunit4classrunnerjava:78)	at orgjunitrunnersblockjunit4classrunnerrunchild(blockjunit4classrunnerjava:57)	at orgjunitrunnersparentrunner$3run(parentrunnerjava:290)	at orgjunitrunnersparentrunner$1schedule(parentrunnerjava:71)	at orgjunitrunnersparentrunnerrunchildren(parentrunnerjava:288)	at orgjunitrunnersparentrunneraccess$000(parentrunnerjava:58)	at orgjunitrunnersparentrunner$2evaluate(parentrunnerjava:268)	at orgjunitrunnersparentrunnerrun(parentrunnerjava:363)	at orgjunitrunnerjunitcorerun(junitcorejava:137)	at comintellijjunit4junit4ideatestrunnerstartrunnerwithargs(junit4ideatestrunnerjava:68)	at comintellijrtexecutionjunitideatestrunner$repeaterstartrunnerwithargs(ideatestrunnerjava:51)	at comintellijrtexecutionjunitjunitstarterpreparestreamsandstart(junitstarterjava:242)	at comintellijrtexecutionjunitjunitstartermain(junitstarterjava:70)process finished with exit code -1```cheersmina";"your jdk seems fairly outofdate could you update to a more recent version?that should probably fix the issueon mon 15 may 2017 02:56 mina asham <notifications@githubcom> wrote:> hi there>> i recently upgraded from mockito 195 to 2722 and some tests started> failed as mockito is unable to mock objecttostring() method on an> interface>> sample example that fails:>> import orgjunitbeforeimport orgjunittestimport orgmockitomockimport orgmockitomockitoannotations> import javautilset> import static orgjunitassertassertequalsimport static orgmockitomockitowhen> public class testinterfacetostring {>>     @mock>     private set set>>     @before>     public void setup() {>         mockitoannotationsinitmocks(this)>>         when(settostring())thenreturn(""bla"")>     }>>     @test>     public void testinterfacetostring() {>         assertequals(""bla"" settostring())>     }> }>> output:>> ""c:\program files\java\jdk180_45\bin\java"" -dideatestcyclicbuffersize1048576 ""-javaagent \program files\jetbrains\intellij idea 201712\lib\idea_rtjar58071 \program files\jetbrains\intellij idea 201712\bin"" -dfileencodingutf-8 -classpath ""c:\program files\jetbrains\intellij idea 201712\lib\idea_rtjarc:\program files\jetbrains\intellij idea 201712\plugins\junit\lib\junit-rtjarc:\program files\java\jdk180_45\jre\lib\charsetsjarc:\program files\java\jdk180_45\jre\lib\deployjarc:\program files\java\jdk180_45\jre\lib\javawsjarc:\program files\java\jdk180_45\jre\lib\jcejarc:\program files\java\jdk180_45\jre\lib\jfrjarc:\program files\java\jdk180_45\jre\lib\jfxswtjarc:\program files\java\jdk180_45\jre\lib\jssejarc:\program files\java\jdk180_45\jre\lib\management-agentjarc:\program files\java\jdk180_45\jre\lib\pluginjarc:\program files\java\jdk180_45\jre\lib\resourcesjarc:\program files\java\jdk180_45\jre\lib\rtjarc:\program files\java\jdk180_45\jre\lib\ext\access-bridge-64jarc:\program files\java\jdk180_45\jre\lib\ext\cldrdatajarc:\program files\java\jdk180_45\jre\lib\ext\dnsnsjarc:\program files\java\jdk180_45\jre\lib\ext\jaccessjarc:\program files\java\jdk180_45\jre\lib\ext\jfxrtjarc:\program files\java\jdk180_45\jre\lib\ext\localedatajarc:\program files\java\jdk180_45\jre\lib\ext\nashornjarc:\program files\java\jdk180_45\jre\lib\ext\sunecjarc:\program files\java\jdk180_45\jre\lib\ext\sunjce_providerjarc:\program files\java\jdk180_45\jre\lib\ext\sunmscapijarc:\program files\java\jdk180_45\jre\lib\ext\sunpkcs11jarc:\program files\java\jdk180_45\jre\lib\ext\zipfsjarc:\users\mina\documents\ideaprojects\testingmockito2\out\production\testingmockito2c:\users\mina\m2\repository\org\mockito\mockito-inline\2722\mockito-inline-2722jarc:\users\mina\m2\repository\org\mockito\mockito-core\2722\mockito-core-2722jarc:\users\mina\m2\repository\net\bytebuddy\byte-buddy\1611\byte-buddy-1611jarc:\users\mina\m2\repository\net\bytebuddy\byte-buddy-agent\1611\byte-buddy-agent-1611jarc:\users\mina\m2\repository\org\objenesis\objenesis\25\objenesis-25jarc:\users\mina\m2\repository\junit\junit\412\junit-412jarc:\users\mina\m2\repository\org\hamcrest\hamcrest-core\13\hamcrest-core-13jar"" comintellijrtexecutionjunitjunitstarter -ideversion5 testinterfacetostring>> orgmockitoexceptionsmisusingmissingmethodinvocationexception: when() requires an argument which has to be a method call on a mock> for example:>     when(mockgetarticles())thenreturn(articles)>> also this error might show up because:> 1 you stub either of: final/private/equals()/hashcode() methods>    those methods *cannot* be stubbed/verified>    mocking methods declared on non-public parent classes is not supported> 2 inside when() you dont call method on mock but on some other object	at testinterfacetostringsetup(testinterfacetostringjava:20)	at sunreflectnativemethodaccessorimplinvoke0(native method)	at sunreflectnativemethodaccessorimplinvoke(nativemethodaccessorimpljava:62)	at sunreflectdelegatingmethodaccessorimplinvoke(delegatingmethodaccessorimpljava:43)	at javalangreflectmethodinvoke(methodjava:497)	at orgjunitrunnersmodelframeworkmethod$1runreflectivecall(frameworkmethodjava:50)	at orgjunitinternalrunnersmodelreflectivecallablerun(reflectivecallablejava:12)	at orgjunitrunnersmodelframeworkmethodinvokeexplosively(frameworkmethodjava:47)	at orgjunitinternalrunnersstatementsrunbeforesevaluate(runbeforesjava:24)	at orgjunitrunnersparentrunnerrunleaf(parentrunnerjava:325)	at orgjunitrunnersblockjunit4classrunnerrunchild(blockjunit4classrunnerjava:78)	at orgjunitrunnersblockjunit4classrunnerrunchild(blockjunit4classrunnerjava:57)	at orgjunitrunnersparentrunner$3run(parentrunnerjava:290)	at orgjunitrunnersparentrunner$1schedule(parentrunnerjava:71)	at orgjunitrunnersparentrunnerrunchildren(parentrunnerjava:288)	at orgjunitrunnersparentrunneraccess$000(parentrunnerjava:58)	at orgjunitrunnersparentrunner$2evaluate(parentrunnerjava:268)	at orgjunitrunnersparentrunnerrun(parentrunnerjava:363)	at orgjunitrunnerjunitcorerun(junitcorejava:137)	at comintellijjunit4junit4ideatestrunnerstartrunnerwithargs(junit4ideatestrunnerjava:68)	at comintellijrtexecutionjunitideatestrunner$repeaterstartrunnerwithargs(ideatestrunnerjava:51)	at comintellijrtexecutionjunitjunitstarterpreparestreamsandstart(junitstarterjava:242)	at comintellijrtexecutionjunitjunitstartermain(junitstarterjava:70)process finished with exit code -1>> using the class hashset instead of the interface set would make the class> work but this feels like a bug to me i havent seen anything in the> release notes about it am i missing something or is this a new bug?>> cheers> mina>> —> you are receiving this because you are subscribed to this thread> reply to this email directly view it on github> < or mute the thread> < > || update above for clarity also added some system specs and minified the example a bit || @timvdlippe is running a recent jdk version a hard requirement for mocking `final` classes/methods via `orgmockito:mockito-inline`? if so please state the minium version needed || @johnjohndoe there is not a minium jdk version for mockito but there are a small subset of errors that are jdk related and  in more recent versions i think all versions > 1845 are good enough for this subset || this is failing on 18131 anyways so i dont think it a jdk issuethis only fails with `orgmocker:mockito-inline` but works fine on `orgmockito:mockito-core` i suspect the inline mocker is not able to extend interfaces properly? || if it is also failing with the latest jdk it probably is an issue with bytebuddy-android cc @raphw  || yes its a bug in the inline mock maker fixed in attached pr || ";1;0;1083: interfaces only declare tostring implicitly and should therefore override it explicitly from the inline mock maker;
1091;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1088 : updating documentation of verify feature to correct a s…;updating documentation of verify feature to correct a supposed typo that results in confusing behaviour when cut  pasted  and run verbatim.;;1088.0;1088 : updating documentation of verify feature to correct a s…;"updating documentation of verify feature to correct a supposed typo that results in confusing behaviour when cut pasted and run verbatimthe documentation presents the following example of the verify exact number of invocations feature:    //using mock    mockedlistadd(""once"")        mockedlistadd(""twice"")    mockedlistadd(""twice"")        mockedlistadd(""three times"")    mockedlistadd(""three times"")    mockedlistadd(""three times"")        //following two verifications work exactly the same - times(1) is used by default    verify(mockedlist)add(""once"")    verify(mockedlist times(1))add(""once"")        //exact number of invocations verification    verify(mockedlist times(2))add(""twice"")    verify(mockedlist times(3))add(""three times"")        //verification using never() never() is an alias to times(0)    verify(mockedlist never())add(""never happened"")        //verification using atleast()/atmost()    verify(mockedlist atleastonce())add(""three times"")    verify(mockedlist atleast(2))add(""five times"")    verify(mockedlist atmost(5))add(""three times"")the last but one line says:    verify(mockedlist atleast(2))add(""five times"")this could be confusing to someone using these examples as it would result in a toolittleactualinvocations failure being reported by mockito this is because in the example the `add()` method is never called with the string `five times` in order to have this example make sense in the way i think it should ive replaced the string `five times` with `three times` as suggested by @szczepiq cheerstim cooke"; merging 1091 ;javadoc example throws unexpected exception;" verify(mockedlist atleast(2))add(""five times"") - would throworgmockitoexceptionsverificationtoolittleactualinvocationscorrecting this would help to make sure new devs are not confused by the verify use case there<img width""678"" alt""screen shot 2017-05-17 at 8 40 03 pm"" src""https://cloudentcom/assets/10499046/26181818/2241904c-3b41-11e7-8f71-6974d46d5579png"">";"what would you consider to be the correct behaviour here? at a push i might propose a slight change in naming to ""toofewactualinvocations"" but the core behaviour is the sameyour example is confusing because your ""atleast(2)"" verification is on add(""five times"") which suggests five invocations of add() with that string but there are no invocations with that stringwhat do you expect to see here? || i think the expectation is that the code works when it is copy pasted to ide and executed why dont we fix it by changing ""five times"" to ""three times""? do you want to contribute? please do! :) || oh wait i see now its a problem with [the documentation]( sure thing i can update that no problem || thanks folks  || ";1;0;1088 : updating documentation of verify feature to correct a supposed typo that results in confusing behaviour when cut pasted and run verbatim;
1092;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;fix link to mockito junit rule heading;;;0;fix link to mockito junit rule heading;; merging 1092 ;;;;1;1;fix link to mockito junit rule heading;
1096;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;inorderimpl constructor signature;replace  list<? extends object>  in the constructor s argument list with a simpler  list<?> .;;0;inorderimpl constructor signature;replace `list<? extends object>` in the constructors argument list with a simpler `list<?>`the `extends object` adds nothing and just serves to confuse the reader; merging 1096 ` ;;;;1;1;"inorderimpl constructor signaturereplace list<? extends object> in the constructors argument listwith a simpler list<?>the ""extends object"" adds nothing and just serves to confuse thereader";
1118;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;argsmismatchfinder#getstubbingargmismatches generics;this patch allows calling  getstubbingargmismatches  with any  iterable   not just an  iterable<object>  in order to make it more convenient to use.;;0;argsmismatchfinder#getstubbingargmismatches generics;this patch allows calling `getstubbingargmismatches` with any `iterable` not just an `iterable<object>` in order to make it more convenient to useas seen in `argmismatchfindertest` this saves having to cast potential arguments to raw types; merging 1118 ;;;;1;1;argsmismatchfinder#getstubbingargmismatches genericsthis patch allows calling getstubbingargmismatches with any iterablenot just an iterable<object> in order to make it more convenient touseas seen in argmismatchfindertest this saves having to cast potentialarguments to raw types;
1119;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;made it possible to delay the return of a mock or spy.  (#1117);this is a useful aid in debugging race conditions and other synchronicity problems.;;1117.0;made it possible to delay the return of a mock or spy  (#1117);this is a useful aid in debugging race conditions and other synchronicity problems;" merging 1119  ";answer with delay in mock or spy to improve testing of asynchronous code;"im currently using mockito for component testing of microservices  all code should be run up to the boundary at which another microservice is called  in the component test the mocks return very quickly but obviously in integration testing the real calls return much more slowly  some threading problems are revealed by the slow returns that would have been revealed in the component test if the returns could be forced to come back more slowly  since integration tests are *painfully* slow to start this would save me the developer considerable time in debugging this kind of issue once i discover it in the integration testsbecause its so easy to write ive already solved it with a class called answerwithdelay  it takes another answer as a parameter and inserts a little sleep before it returnsif desired i can turn this little helper into a pr for mockito or perhaps theres already something there that does this that ive overlookedbest regardsmyrle```@runwith(springrunnerclass)@springboottest(webenvironment  springboottestwebenvironmentdefined_port        classes  {abstractrhythmtesttestconfigurationclass}        properties  {""rhythmuserhomer"" ""rhythmbeatcheckrate500""})public class abstractrhythmtest {  //  static class answerwithdelay<t> implements answer<t> {    private final int sleepytime    private final answer<t> answer    answerwithdelay(final int sleepytime final answer<t> answer) {      thissleepytime  sleepytime      thisanswer  answer    }    @override    public t answer(final invocationonmock invocation) throws throwable {      timeunitmillisecondssleep(sleepytime)      return answeranswer(invocation)    }  }  beat createbeat(          final string applicationidentifier          final string beatidentifier          final int alignmenthour          final localdatetime expectedbeattimestamp) throws interruptedexception {    final string tenantidentifier  tenantdatastorecontextgettenantname()    final beat beat  new beat()    beatsetidentifier(beatidentifier)    beatsetalignmenthour(alignmenthour)    mockitodoanswer(new answerwithdelay<>(2_000 new returns(optionalof(permittablegroupidsforapplication(applicationidentifier)))))when(beatpublisherservicespy)requestpermissionforbeats(matcherseq(tenantidentifier) matcherseq(applicationidentifier))    mockitodoanswer(new answerwithdelay<>(2_000 new returns(true)))when(beatpublisherservicespy)publishbeat(matcherseq(beatidentifier) matcherseq(tenantidentifier) matcherseq(applicationidentifier)            additionalmatchersor(matcherseq(expectedbeattimestamp) matcherseq(getnexttimestamp(expectedbeattimestamp))))    thistestsubjectcreatebeat(applicationidentifier beat)    assertasserttrue(thiseventrecorderwait(eventconstantspost_beat new beatevent(applicationidentifier beatgetidentifier())))    mockitoverify(beatpublisherservicespy mockitotimeout(2_500)times(1))requestpermissionforbeats(tenantidentifier applicationidentifier)    return beat  }  //}```";if the implementation is clean and generic i would be in favor of it || @szpak for what version is that feature planned (or has it been already released)? ||;1;0;made it possible to delay the return of a mock or spy  (1117);
